,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
20,20,30,38,31,31,20,38,26,38,20,38,20,38,26,31,31,34,27,31,26,26,38,30,31,21,27,28,21,23,23,28,23,21,31,23,23,28,23,28,31,23,38,23,23,28,34,31,28,31,40
21,20,20,30,20,24,20,31,26,20,31,20,20,20,38,31,30,34,34,20,24,20,20,20,31,22,26,24,22,23,38,30,30,24,31,38,28,23,26,23,27,31,22,24,28,22,28,28,22,28,40
22,26,30,25,30,30,34,26,34,38,20,25,31,27,30,31,30,31,27,26,31,20,20,25,26,28,27,28,23,22,30,34,26,27,30,31,22,22,31,28,31,28,31,38,38,28,23,30,26,28,43
23,26,20,20,26,27,26,20,26,20,34,31,20,34,20,20,26,30,24,20,20,30,20,27,24,24,38,28,26,38,31,27,31,34,23,38,28,21,30,26,34,21,24,31,34,31,23,28,26,28,40
24,31,25,20,20,31,34,27,20,20,30,26,30,27,26,38,25,27,38,34,20,31,38,27,31,31,28,26,21,28,23,23,26,28,31,23,26,27,23,23,38,38,23,21,26,28,28,25,26,23,40
25,31,20,20,30,20,20,26,26,20,20,38,26,26,26,20,30,30,20,31,24,26,20,34,23,34,26,28,31,27,23,31,30,30,23,21,28,26,28,23,30,21,23,26,27,21,26,28,30,23,33
26,26,27,20,20,26,20,38,20,31,20,38,31,20,30,34,31,34,26,20,30,25,27,31,22,28,28,23,31,23,25,26,28,22,31,31,28,28,34,34,26,31,22,26,31,22,31,34,31,28,33
27,38,38,20,20,31,34,38,30,34,30,26,20,27,38,20,38,31,31,20,20,38,26,26,26,31,23,31,21,23,28,26,23,24,23,28,26,28,38,21,31,26,21,31,26,23,28,30,31,26,40
28,20,26,20,30,38,27,38,20,27,20,31,20,27,31,30,20,31,20,20,31,31,31,30,21,31,21,26,26,34,23,31,23,24,23,26,30,26,23,38,38,31,23,23,23,23,26,26,21,31,40
29,31,30,34,20,38,38,26,34,20,25,26,20,20,38,26,20,26,26,30,31,30,38,27,23,25,28,27,21,28,25,25,23,31,31,31,28,30,28,28,23,28,25,38,21,31,26,25,23,23,35
30,20,31,38,24,27,20,26,20,20,20,20,20,20,34,26,20,38,26,20,30,27,26,20,26,38,38,31,31,23,24,21,31,31,30,23,31,31,31,23,21,23,21,23,21,28,26,23,23,31,47
31,38,26,31,30,30,38,38,26,24,26,31,30,24,24,26,31,26,30,26,20,31,20,31,23,23,26,24,31,38,28,21,38,21,30,30,23,21,26,31,26,23,28,23,28,28,23,31,24,23,33
32,31,38,20,31,30,34,31,30,27,26,34,24,30,31,30,20,20,30,30,31,38,24,20,23,31,26,28,26,23,23,38,21,26,34,21,23,28,26,23,26,31,31,26,27,21,31,23,30,21,35
33,34,26,31,34,30,27,27,38,34,20,38,31,31,31,20,25,26,25,30,26,31,31,20,34,21,28,26,26,26,23,31,23,21,26,28,38,23,38,23,21,26,25,31,23,26,26,26,25,23,40
34,31,20,31,20,20,31,31,20,20,20,30,38,27,31,31,20,20,20,31,20,30,20,31,31,23,21,31,21,23,23,30,27,24,26,26,23,21,26,21,26,23,24,28,26,21,23,21,31,38,39
35,34,26,38,30,30,26,20,20,31,20,38,31,20,31,38,27,20,31,25,38,31,26,38,27,23,26,23,30,28,25,26,26,23,31,26,38,26,21,31,28,31,27,30,38,21,30,31,25,23,33
36,30,30,25,38,20,38,27,25,34,25,38,38,20,31,20,38,27,25,30,20,27,38,20,27,38,34,23,26,23,22,25,23,28,31,22,38,26,28,27,25,38,23,26,26,28,22,28,22,31,35
37,38,31,20,26,31,26,34,25,25,31,25,34,27,27,26,20,30,26,30,27,20,31,31,21,31,38,21,31,26,28,31,28,27,23,28,23,23,26,38,23,23,26,26,21,28,38,28,21,23,33
38,38,20,34,25,20,31,20,25,25,34,34,38,38,26,31,26,30,25,30,20,31,20,31,23,26,31,21,26,23,25,25,23,28,28,31,26,23,31,25,26,38,28,31,31,23,28,34,21,23,35
39,31,20,30,20,38,31,31,34,31,38,20,30,20,38,30,26,30,24,30,38,26,31,30,30,26,26,23,31,31,26,26,21,23,38,23,30,23,23,38,21,28,23,27,30,23,23,34,23,28,47
40,20,30,20,20,31,30,27,20,27,20,31,38,20,27,20,31,38,20,20,20,20,34,20,23,26,28,31,31,31,26,23,31,31,23,38,31,23,23,28,21,38,23,23,28,31,28,28,30,28,33
41,24,20,20,20,20,26,31,27,31,20,30,20,30,34,20,20,38,27,27,20,31,26,30,23,23,38,24,30,24,23,21,38,24,21,23,38,23,21,23,21,28,26,26,23,28,23,26,31,23,40
42,38,38,24,30,30,30,27,20,31,20,20,20,38,26,30,20,38,30,20,26,31,38,20,21,21,21,27,31,38,30,24,38,23,30,34,23,31,26,23,26,27,23,28,21,23,26,28,28,28,33
43,27,31,38,25,25,27,27,25,20,38,38,38,20,20,31,26,26,20,27,31,20,30,31,23,31,31,23,25,23,25,31,23,23,22,28,31,38,27,26,25,28,23,28,23,25,23,26,23,23,33
44,20,38,38,25,38,38,38,30,20,34,20,38,30,38,20,20,38,26,20,34,20,31,31,26,38,25,28,27,38,25,30,23,23,30,38,38,21,26,28,28,23,31,23,38,28,26,26,34,38,36
45,30,38,25,31,27,38,31,34,30,31,20,31,38,26,30,20,25,31,34,31,26,20,31,31,31,31,30,21,26,26,31,23,25,23,21,23,31,31,27,26,23,38,28,21,28,23,38,23,38,35
46,38,31,20,30,38,27,20,34,20,30,31,27,27,34,26,20,38,26,20,20,20,24,20,21,28,26,23,21,23,28,26,26,23,23,38,34,23,38,23,26,23,23,23,34,27,23,26,26,30,33
47,31,31,30,20,26,27,27,31,31,30,27,38,24,31,30,30,30,26,20,26,30,20,20,26,23,30,24,31,23,30,28,28,23,28,26,28,21,23,26,26,23,38,26,24,26,23,24,31,38,33
48,38,24,24,27,30,30,30,20,27,20,30,38,20,26,26,30,20,38,20,27,30,38,20,24,26,24,23,30,38,31,28,23,21,28,23,38,30,30,23,24,23,23,21,23,38,23,23,34,23,33
49,34,20,30,20,20,26,24,34,27,30,27,30,20,31,38,20,26,30,34,20,26,26,34,24,21,23,28,31,23,31,23,28,23,31,26,38,23,31,23,23,28,31,23,24,30,23,21,23,23,33
50,30,20,31,38,31,31,38,24,20,31,38,38,20,30,31,26,38,30,27,20,31,38,20,26,31,26,38,23,23,23,31,21,23,23,38,23,28,30,21,30,23,26,23,23,26,23,31,28,23,40
51,34,38,25,26,34,31,20,20,20,27,26,20,26,31,38,26,31,31,31,31,38,26,26,30,34,22,25,23,28,22,25,28,23,23,28,23,22,22,34,34,28,26,23,31,28,26,25,28,31,35
52,31,30,26,20,26,38,20,24,38,34,20,24,20,26,26,20,38,31,20,27,26,26,20,26,23,23,31,34,28,21,28,31,28,23,28,38,26,23,27,30,31,23,26,21,23,23,21,21,38,36
53,26,31,31,20,30,31,34,20,30,27,30,31,26,31,26,20,20,31,26,20,38,20,31,31,38,26,27,24,23,28,23,23,23,31,31,23,30,30,23,31,23,23,23,28,21,23,28,23,23,33
54,31,26,31,20,38,38,30,20,30,31,26,25,20,20,38,20,34,31,31,38,26,25,27,23,30,30,28,28,31,31,21,38,21,30,23,28,21,28,26,27,21,38,31,25,38,30,25,25,23,35
55,24,30,31,24,26,26,24,26,31,31,20,20,26,27,38,31,20,30,20,20,30,26,20,24,31,22,28,30,22,22,22,26,28,23,22,23,23,28,28,24,24,28,38,23,23,28,23,24,26,40
56,20,38,30,31,30,30,20,20,20,31,20,38,20,31,38,31,20,31,34,30,27,20,20,26,24,26,26,21,23,24,24,28,23,26,31,23,38,23,23,27,23,28,30,34,23,28,31,23,38,33
57,38,20,30,27,30,30,31,30,30,24,26,31,20,20,20,31,26,20,20,27,38,24,20,21,26,26,26,24,23,23,23,23,26,23,23,31,28,21,23,28,28,26,26,21,23,21,26,23,23,35
58,20,30,26,31,20,38,30,26,27,27,38,26,20,34,38,25,38,31,20,34,26,26,20,21,31,25,23,25,21,38,31,27,23,23,31,38,31,23,23,30,23,27,38,21,28,23,21,21,38,43
59,30,31,30,31,31,34,31,25,27,31,31,27,26,30,26,38,31,30,31,31,38,38,38,31,23,31,26,25,30,23,23,23,23,23,21,21,38,23,23,27,23,23,21,23,38,28,21,21,23,36
60,31,26,26,34,30,20,34,20,38,38,38,20,26,30,30,20,26,26,20,26,31,20,24,28,28,28,31,24,31,21,23,26,21,23,21,38,31,28,28,24,23,38,23,27,23,26,26,23,28,33
61,38,31,26,31,38,38,30,27,20,20,20,30,34,31,30,20,38,30,31,27,26,38,31,21,24,21,26,23,23,23,31,30,21,28,21,30,26,38,23,24,28,38,23,26,21,23,21,24,23,36
62,20,38,34,24,30,30,20,20,20,26,31,31,38,38,20,26,31,30,20,26,24,20,20,24,34,24,27,22,26,22,22,38,22,23,23,23,38,22,30,23,31,28,28,31,24,23,24,22,28,35
63,31,30,20,31,30,38,25,20,27,31,38,30,31,38,20,27,31,20,25,27,38,34,20,34,31,28,28,21,23,31,25,31,26,23,23,23,38,38,30,21,31,28,28,25,31,26,26,23,38,39
64,31,30,34,30,30,20,34,26,30,26,30,30,20,31,31,34,31,30,34,20,31,20,24,24,24,24,26,24,26,27,28,26,31,23,21,21,23,31,23,26,23,23,28,24,28,23,31,26,23,33
65,34,26,38,20,34,31,34,20,30,20,31,38,27,34,20,31,20,31,20,34,38,31,25,27,31,34,23,28,23,23,31,23,23,38,28,22,28,28,28,28,23,22,28,23,30,25,23,28,23,33
66,26,31,30,20,30,30,20,38,27,20,26,38,20,31,31,30,34,30,38,38,30,20,20,24,26,24,26,31,38,24,30,21,28,31,26,23,28,23,23,31,21,30,31,23,23,23,31,21,38,43
67,26,20,27,20,34,26,34,20,26,20,30,30,26,31,20,34,38,30,26,24,31,20,24,23,21,26,23,26,23,23,27,21,38,31,23,26,23,31,23,28,28,38,38,24,28,23,30,23,28,36
68,31,38,20,27,26,38,25,38,31,20,31,25,20,38,38,31,38,26,27,31,38,31,31,30,28,26,31,31,21,21,38,28,25,23,21,28,38,28,31,30,26,23,27,28,26,28,26,31,26,43
69,38,26,38,20,20,38,20,31,20,31,26,31,20,38,20,31,31,31,25,20,25,27,25,31,31,31,34,25,23,31,26,26,23,26,23,26,31,21,21,31,23,21,23,21,23,28,23,25,23,40
70,26,38,20,26,31,38,26,26,24,27,20,31,20,30,38,20,31,38,27,34,31,24,31,24,23,26,28,23,23,38,23,31,28,23,28,23,38,21,23,31,28,23,21,26,26,28,21,23,23,33
71,27,31,20,31,26,27,20,38,25,31,30,26,27,26,20,25,38,31,25,30,31,25,20,25,25,25,28,34,26,23,34,38,28,31,28,23,26,23,28,26,26,23,23,31,34,28,31,26,38,33
72,38,38,20,25,38,34,26,27,25,20,20,38,30,20,31,20,38,30,31,34,20,27,31,26,26,30,25,25,23,31,27,31,23,38,23,25,38,28,23,28,31,26,28,25,26,22,31,22,25,39
73,38,30,26,30,38,38,20,31,20,38,31,31,20,20,20,20,20,20,31,38,31,27,20,24,26,21,24,26,23,38,31,21,23,26,26,23,21,21,23,31,21,23,23,27,28,26,26,26,38,33
74,34,20,20,31,31,26,26,20,20,26,30,30,31,24,27,20,38,24,24,30,26,20,20,34,26,21,24,31,21,23,38,23,23,23,21,26,28,31,23,21,23,21,23,21,28,23,24,28,23,35
75,34,30,20,20,31,31,20,20,30,24,31,31,24,30,31,20,20,38,26,30,38,26,24,31,28,23,31,23,26,28,27,23,26,28,26,30,23,23,23,21,28,23,21,26,23,23,31,21,23,36
76,30,38,20,31,31,38,20,20,31,20,30,24,27,27,31,20,30,34,31,20,38,20,26,23,21,21,27,24,23,23,31,23,23,30,21,23,26,38,30,31,23,28,26,21,23,28,24,31,23,33
77,27,34,27,26,26,34,31,34,30,30,30,30,20,31,20,27,26,38,26,20,20,26,20,31,31,26,26,22,23,24,24,22,28,23,24,24,23,23,23,31,28,31,28,24,28,23,27,26,28,36
78,26,38,20,20,30,38,20,27,20,20,30,38,20,34,31,20,27,20,27,20,31,20,20,23,23,34,31,24,21,34,26,34,23,23,24,23,23,31,23,26,28,23,23,26,26,26,30,24,23,33
79,24,20,38,31,31,20,20,20,20,20,30,20,31,31,20,24,31,20,20,20,38,26,24,26,22,38,24,28,22,26,24,24,23,28,22,22,38,23,23,22,24,31,23,23,26,22,24,22,23,40
80,20,38,20,20,20,31,20,20,20,34,26,30,20,31,26,20,30,20,20,20,30,20,20,31,21,38,23,21,28,26,24,24,21,28,28,38,23,28,38,24,38,23,28,26,28,28,24,21,23,35
81,31,31,27,20,38,38,20,26,27,20,38,26,31,20,27,31,30,30,27,20,38,34,20,38,25,23,30,31,38,31,23,34,38,23,25,31,38,28,28,26,23,23,23,21,30,23,21,26,23,35
82,31,38,25,38,26,31,31,20,20,31,31,26,20,20,38,20,26,31,20,34,38,30,27,26,25,31,34,23,23,28,38,26,28,28,27,38,28,23,23,25,28,34,31,31,23,23,23,26,28,35
83,25,30,31,31,38,34,20,20,20,26,26,31,20,27,27,20,38,20,31,34,30,34,27,25,22,26,25,25,31,30,25,31,38,34,25,23,23,23,23,25,23,23,30,25,28,23,25,28,23,35
84,30,31,20,20,31,20,20,20,24,20,31,20,20,20,20,38,26,38,24,24,26,27,20,31,24,23,24,30,26,27,28,23,28,26,23,28,28,23,34,23,23,23,31,26,23,28,26,26,31,40
85,38,38,20,20,20,38,34,34,27,24,38,20,31,20,20,27,31,20,20,20,34,20,31,30,21,23,21,21,23,26,30,31,23,23,31,23,26,23,26,24,23,23,23,24,23,23,24,21,38,33
86,38,26,20,26,38,31,30,20,31,20,26,30,31,31,25,20,20,31,20,20,26,25,31,25,25,34,26,27,28,31,34,26,23,23,25,38,21,23,21,25,23,31,23,26,30,28,25,31,23,40
87,30,26,27,27,30,20,27,27,20,31,30,30,20,31,20,24,26,20,20,34,31,38,20,26,30,21,21,24,23,23,28,21,38,23,31,21,38,28,38,27,23,23,26,31,23,23,24,23,38,40
88,31,20,20,31,20,20,20,26,25,20,26,26,27,20,20,25,38,31,27,20,26,27,27,28,25,23,23,25,38,25,26,31,30,23,31,23,23,28,31,31,23,23,23,25,38,23,21,26,38,33
89,34,31,20,31,20,20,20,20,31,34,30,30,20,24,30,30,30,38,20,27,38,20,20,24,34,34,30,26,23,26,21,24,23,23,24,23,23,23,28,31,21,23,23,21,31,23,24,26,23,35
90,26,30,20,20,30,34,20,30,30,27,20,30,31,20,27,24,30,34,26,20,31,31,20,24,24,23,22,22,23,28,28,27,30,23,24,23,22,22,23,24,26,23,23,24,23,23,22,28,23,36
91,27,38,20,26,38,20,30,30,34,20,20,34,34,20,20,30,31,38,26,24,38,20,24,21,26,23,30,24,23,21,21,21,23,23,24,26,38,26,21,38,23,21,23,26,28,28,30,24,28,33
92,31,30,20,27,20,31,20,27,25,30,31,38,20,34,38,31,26,31,34,20,26,20,20,25,28,23,27,26,23,27,38,28,38,23,25,23,31,23,23,23,23,26,28,25,23,23,21,38,23,39
93,38,26,38,20,27,31,20,27,20,25,26,38,20,31,25,30,31,30,20,38,38,20,26,31,28,23,26,28,23,28,26,23,31,26,25,23,31,21,21,25,28,26,23,21,31,31,28,26,31,33
94,31,38,31,25,20,31,20,20,20,20,38,31,27,31,27,20,26,38,30,26,34,27,20,31,31,23,31,31,23,28,21,25,23,23,31,21,23,21,23,31,25,23,31,25,30,23,28,21,28,33
95,31,31,24,24,20,26,27,20,38,24,30,30,20,31,26,20,34,38,20,31,31,27,30,23,31,23,26,26,23,31,31,24,23,23,24,21,23,21,23,26,23,23,31,21,23,23,26,31,23,40
96,38,34,20,20,38,26,30,26,27,31,38,34,20,20,26,26,26,38,24,20,24,20,27,27,31,23,26,26,38,24,31,31,23,26,21,23,23,23,31,21,23,23,28,31,23,23,21,34,23,35
97,31,30,31,20,38,38,31,20,26,31,38,38,38,20,31,27,20,31,26,20,38,20,31,34,21,28,26,27,34,25,21,21,26,23,31,23,23,23,23,21,28,31,38,28,28,31,31,27,23,33
98,20,30,20,20,26,20,20,31,31,20,38,31,24,34,20,20,38,24,20,20,34,26,27,23,21,23,34,26,28,31,24,24,23,23,26,23,38,28,28,24,28,23,31,31,30,31,31,23,28,39
99,31,20,34,20,26,38,20,20,24,20,26,38,20,24,31,27,38,20,20,20,38,20,31,23,21,30,38,27,26,27,34,27,23,26,21,23,31,23,23,26,28,23,23,21,23,31,21,21,21,33
100,31,38,30,20,38,38,25,20,26,31,38,20,27,20,20,20,25,31,30,25,26,26,27,26,25,23,30,31,26,30,31,26,31,23,23,23,34,23,23,25,28,31,30,28,28,31,31,25,23,33
101,31,30,30,20,20,34,20,26,20,30,38,38,34,20,20,30,38,38,25,20,31,27,27,31,26,23,25,31,28,27,23,28,23,23,26,23,23,23,23,27,23,34,23,31,21,26,25,31,31,43
102,38,31,38,24,24,26,20,20,30,20,20,31,20,31,20,26,31,20,20,27,30,20,31,21,21,23,21,27,38,21,27,24,30,28,28,26,23,23,21,31,26,38,23,23,23,21,31,28,31,33
103,30,30,38,34,38,38,27,24,30,20,20,38,30,30,20,20,38,30,20,20,26,34,34,21,28,38,24,21,26,24,23,21,23,23,21,27,28,26,27,23,23,23,26,31,28,38,26,24,23,35
104,38,26,38,20,20,26,30,20,31,30,38,31,31,20,20,27,30,38,20,25,38,20,25,25,28,23,31,21,28,25,26,34,21,26,25,31,23,23,31,38,23,38,23,25,26,23,23,25,23,33
105,26,26,31,20,26,31,20,20,34,31,38,30,34,26,20,20,20,38,24,20,30,20,20,21,23,28,21,23,27,24,24,31,23,23,24,23,23,34,23,30,23,23,23,24,23,28,34,24,38,33
106,38,31,38,20,38,38,25,20,20,20,20,20,20,20,31,26,30,38,27,31,30,26,31,21,21,23,25,34,23,26,31,25,23,38,25,30,23,38,31,31,38,26,23,21,23,23,28,25,21,33
107,38,38,31,31,38,38,25,34,31,20,30,38,30,20,20,34,31,26,20,31,31,26,25,25,27,23,25,26,23,25,28,31,23,23,25,31,31,23,23,25,26,23,23,23,23,23,23,31,30,35
108,30,38,30,20,38,38,20,20,34,20,31,20,30,31,20,26,20,38,26,27,26,24,20,31,31,21,24,21,26,24,26,31,23,28,31,23,23,23,31,24,26,23,26,34,38,28,23,24,26,33
109,31,38,31,20,26,30,24,38,31,27,38,34,27,20,20,20,38,38,30,20,38,20,20,23,28,28,30,21,23,21,23,26,23,34,21,28,28,28,23,27,31,28,23,30,26,28,23,24,23,40
110,31,31,30,20,31,25,25,27,25,20,38,31,30,25,20,20,20,31,27,20,30,30,25,26,27,31,27,31,23,25,21,25,23,21,26,28,34,30,23,27,23,28,23,30,23,38,23,27,28,40
111,38,38,38,38,31,26,24,20,20,20,20,26,20,24,24,30,38,34,24,20,30,31,20,27,30,28,27,28,23,30,27,31,38,23,26,23,23,23,23,24,28,28,28,26,26,38,23,23,21,35
112,34,27,38,20,38,38,20,25,20,20,38,38,20,20,20,30,38,38,34,20,26,25,20,25,26,23,31,27,21,26,25,26,38,25,23,23,34,28,23,38,31,23,31,25,23,28,28,26,23,39
113,26,30,38,30,38,31,20,20,20,30,38,38,25,27,20,20,38,26,20,34,27,20,31,21,25,21,23,27,25,26,27,25,28,23,21,38,26,23,23,25,23,23,31,30,31,23,28,31,31,39
114,31,38,30,27,38,38,20,20,20,20,31,38,30,24,20,27,38,26,20,20,26,26,20,24,31,23,26,26,24,27,21,31,23,24,23,23,21,28,23,23,23,23,28,38,23,26,23,34,26,40
115,31,38,20,26,38,38,20,27,20,24,38,31,26,20,24,26,20,20,20,20,30,31,31,27,26,23,21,24,27,34,28,21,23,23,31,23,23,28,23,26,28,28,23,34,23,28,23,24,38,33
116,38,38,38,20,34,26,20,25,20,20,30,31,25,31,27,25,31,38,34,26,31,31,20,30,25,28,31,26,26,26,26,31,38,26,25,28,23,34,38,27,34,30,23,27,23,23,25,27,28,36
117,38,38,38,20,38,31,20,20,27,24,20,38,26,20,27,20,31,26,20,34,24,31,20,26,26,28,21,26,21,26,23,26,23,24,26,23,34,23,23,26,28,23,23,21,21,21,23,24,26,33
118,31,38,20,20,26,20,38,31,20,20,31,38,25,27,20,27,31,20,20,20,26,20,31,31,25,23,26,34,25,25,34,28,23,28,28,23,23,23,30,26,23,38,26,26,28,38,23,25,38,33
119,30,34,38,20,30,30,20,25,20,20,30,26,20,25,20,27,38,31,30,25,38,34,20,26,22,23,31,25,22,22,25,22,23,31,27,23,23,31,23,25,38,23,28,34,23,38,23,27,38,33
120,38,30,38,38,26,31,27,31,20,27,38,38,30,31,31,26,38,34,20,20,38,26,20,28,28,23,26,38,21,25,28,25,26,21,21,38,30,23,28,21,38,38,23,25,23,23,23,31,26,33
121,30,38,26,20,26,38,20,30,20,31,38,20,20,20,20,20,38,38,20,20,38,20,20,21,23,23,31,24,21,27,24,24,23,24,21,23,23,23,23,26,21,23,23,28,26,23,38,31,21,33
122,38,38,38,20,38,20,26,20,38,26,38,38,20,25,20,34,38,38,34,20,26,20,20,25,31,23,34,26,25,25,25,31,26,21,21,23,23,23,23,25,23,23,23,21,23,23,38,25,23,33
123,30,38,31,26,38,30,20,20,20,27,30,20,31,25,20,20,20,34,20,27,31,25,20,25,27,28,38,38,27,27,31,25,38,30,26,23,23,23,23,25,23,23,28,26,28,23,34,26,23,36
124,26,30,26,20,38,38,20,20,20,20,26,38,31,20,20,31,26,30,26,20,30,26,20,24,27,26,28,24,26,31,21,24,28,31,27,28,23,26,23,31,31,23,23,27,23,23,23,30,26,40
125,38,26,38,20,38,38,20,24,20,20,30,20,20,20,20,20,26,38,27,27,38,30,20,21,31,38,34,26,24,30,27,28,31,24,31,23,23,23,23,23,28,30,23,24,23,23,23,27,38,35
126,20,31,26,20,31,31,20,24,20,20,38,24,24,20,20,20,38,30,31,31,34,34,24,28,27,28,27,26,22,28,26,24,28,31,24,23,23,26,23,26,23,23,28,22,23,28,23,24,23,33
127,38,26,30,26,38,31,20,20,30,20,38,20,24,20,20,24,30,20,20,27,30,31,24,31,28,23,31,22,22,24,22,28,23,27,27,23,23,38,26,24,28,28,28,30,23,38,22,24,23,36
128,38,20,31,20,31,31,38,34,20,20,38,20,27,20,25,27,26,38,20,20,31,20,26,21,30,21,27,26,31,21,23,25,23,25,26,23,23,38,38,25,31,38,23,25,38,38,23,25,23,40
129,38,38,31,34,31,30,20,20,25,27,20,26,34,20,25,26,38,30,20,27,38,20,34,26,27,23,21,25,23,25,31,25,28,25,31,23,23,26,23,31,21,26,23,25,23,38,27,23,23,35
