link_id,matrix_ab,matrix_ba,matrix_tot,Congested_Time_AB,Congested_Time_BA,Congested_Time_Max,Delay_factor_AB,Delay_factor_BA,Delay_factor_Max,VOC_AB,VOC_BA,VOC_max,PCE_AB,PCE_BA,PCE_tot
1,112.50383235879683,,112.50383235879683,12.316349352824615,,12.316349352824615,1.759478478974945,,1.759478478974945,1.500051098117291,,1.500051098117291,112.50383235879683,,112.50383235879683
2,62.496167641203186,,62.496167641203186,12.29509012366606,,12.29509012366606,1.3661211248517846,,1.3661211248517846,1.2499233528240636,,1.2499233528240636,62.496167641203186,,62.496167641203186
3,116.0438012275044,,116.0438012275044,48.16891459686443,,48.16891459686443,5.3521016218738255,,5.3521016218738255,2.320876024550088,,2.320876024550088,116.0438012275044,,116.0438012275044
4,108.95619877249563,,108.95619877249563,52.58824385938429,,52.58824385938429,4.382353654948691,,4.382353654948691,2.1791239754499125,,2.1791239754499125,108.95619877249563,,108.95619877249563
5,123.68039129625302,,123.68039129625302,4.6048922444530636,,4.6048922444530636,1.5349640814843546,,1.5349640814843546,1.374226569958367,,1.374226569958367,123.68039129625302,,123.68039129625302
6,54.85957757245455,,54.85957757245455,9.12227667060211,,9.12227667060211,1.0135862967335678,,1.0135862967335678,0.5485957757245454,,0.5485957757245454,54.85957757245455,,54.85957757245455
7,135.1847010615323,,135.1847010615323,6.02596227374915,,6.02596227374915,1.20519245474983,,1.20519245474983,1.0814776084922584,,1.0814776084922584,135.1847010615323,,135.1847010615323
8,97.45188900721645,,97.45188900721645,22.852404465338708,,22.852404465338708,1.757877266564516,,1.757877266564516,1.4992598308802532,,1.4992598308802532,97.45188900721645,,97.45188900721645
9,79.9689290069479,,79.9689290069479,2.6873104499407487,,2.6873104499407487,1.3436552249703744,,1.3436552249703744,1.2302912154915062,,1.2302912154915062,79.9689290069479,,79.9689290069479
10,87.39448092430351,,87.39448092430351,11.48899912465213,,11.48899912465213,1.2765554582946812,,1.2765554582946812,1.16525974565738,,1.16525974565738,87.39448092430351,,87.39448092430351
11,135.1847010615323,,135.1847010615323,10.846732092748471,,10.846732092748471,1.20519245474983,,1.20519245474983,1.0814776084922584,,1.0814776084922584,135.1847010615323,,135.1847010615323
12,97.45188900721645,,97.45188900721645,10.352160112491362,,10.352160112491362,1.0352160112491362,,1.0352160112491362,0.6960849214801175,,0.6960849214801175,97.45188900721645,,97.45188900721645
13,25.109351434493387,,25.109351434493387,9.085860958406954,,9.085860958406954,1.0095401064896616,,1.0095401064896616,0.5021870286898678,,0.5021870286898678,25.109351434493387,,25.109351434493387
14,0.0,,0.0,6.0,,6.0,1.0,,1.0,0.0,,0.0,0.0,,0.0
15,61.88670743997484,,61.88670743997484,9.625861483251443,,9.625861483251443,1.069540164805716,,1.069540164805716,0.8251560991996646,,0.8251560991996646,61.88670743997484,,61.88670743997484
16,18.082221566973065,,18.082221566973065,8.004054556329596,,8.004054556329596,1.0005068195411995,,1.0005068195411995,0.24109628755964085,,0.24109628755964085,18.082221566973065,,18.082221566973065
17,119.52329750872346,,119.52329750872346,41.28621522343779,,41.28621522343779,5.898030746205399,,5.898030746205399,2.390465950174469,,2.390465950174469,119.52329750872346,,119.52329750872346
18,77.54811099278355,,77.54811099278355,16.40026467758852,,16.40026467758852,1.1714474769706087,,1.1714474769706087,1.033974813237114,,1.033974813237114,77.54811099278355,,77.54811099278355
19,105.47670249127651,,105.47670249127651,43.67609145936341,,43.67609145936341,3.9705537690330375,,3.9705537690330375,2.1095340498255304,,2.1095340498255304,105.47670249127651,,105.47670249127651
