link_id,matrix_ab,matrix_ba,matrix_tot,Congested_Time_AB,Congested_Time_BA,Congested_Time_Max,Delay_factor_AB,Delay_factor_BA,Delay_factor_Max,VOC_AB,VOC_BA,VOC_max,PCE_AB,PCE_BA,PCE_tot
1,200.0000000000001,,200.0000000000001,7.207407407407407,,7.207407407407407,1.0296296296296297,,1.0296296296296297,0.6666666666666671,,0.6666666666666671,200.0000000000001,,200.0000000000001
2,150.00000000000006,,150.00000000000006,9.427148437500001,,9.427148437500001,1.0474609375000001,,1.0474609375000001,0.7500000000000003,,0.7500000000000003,150.00000000000006,,150.00000000000006
3,226.26187540830216,,226.26187540830216,11.21135931926599,,11.21135931926599,1.2457065910295544,,1.2457065910295544,1.1313093770415108,,1.1313093770415108,226.26187540830216,,226.26187540830216
4,223.7381245916978,,223.7381245916978,14.819113077324397,,14.819113077324397,1.234926089777033,,1.234926089777033,1.118690622958489,,1.118690622958489,223.7381245916978,,223.7381245916978
5,376.2618754083025,,376.2618754083025,3.6010369883268627,,3.6010369883268627,1.2003456627756208,,1.2003456627756208,1.0750339297380072,,1.0750339297380072,376.2618754083025,,376.2618754083025
6,0.0,,0.0,9.0,,9.0,1.0,,1.0,0.0,,0.0,0.0,,0.0
7,283.5242565087177,,283.5242565087177,5.07754291572466,,5.07754291572466,1.015508583144932,,1.015508583144932,0.5670485130174354,,0.5670485130174354,283.5242565087177,,283.5242565087177
8,316.4757434912824,,316.4757434912824,18.007676806959587,,18.007676806959587,1.3852059082276607,,1.3852059082276607,1.2659029739651295,,1.2659029739651295,316.4757434912824,,316.4757434912824
9,0.0,,0.0,2.0,,2.0,1.0,,1.0,0.0,,0.0,0.0,,0.0
10,200.0000000000001,,200.0000000000001,9.266666666666667,,9.266666666666667,1.0296296296296297,,1.0296296296296297,0.6666666666666671,,0.6666666666666671,200.0000000000001,,200.0000000000001
11,283.5242565087177,,283.5242565087177,9.139577248304388,,9.139577248304388,1.015508583144932,,1.015508583144932,0.5670485130174354,,0.5670485130174354,283.5242565087177,,283.5242565087177
12,316.4757434912824,,316.4757434912824,10.16443801150351,,10.16443801150351,1.016443801150351,,1.016443801150351,0.5754104427114225,,0.5754104427114225,316.4757434912824,,316.4757434912824
13,0.0,,0.0,9.0,,9.0,1.0,,1.0,0.0,,0.0,0.0,,0.0
14,0.0,,0.0,6.0,,6.0,1.0,,1.0,0.0,,0.0,0.0,,0.0
15,0.0,,0.0,9.0,,9.0,1.0,,1.0,0.0,,0.0,0.0,,0.0
16,0.0,,0.0,8.0,,8.0,1.0,,1.0,0.0,,0.0,0.0,,0.0
17,250.00000000000003,,250.00000000000003,9.563476562500002,,9.563476562500002,1.3662109375000002,,1.3662109375000002,1.2500000000000002,,1.2500000000000002,250.00000000000003,,250.00000000000003
18,33.52425650871758,,33.52425650871758,14.000327469529445,,14.000327469529445,1.0000233906806746,,1.0000233906806746,0.11174752169572526,,0.11174752169572526,33.52425650871758,,33.52425650871758
19,200.0000000000001,,200.0000000000001,12.650000000000004,,12.650000000000004,1.1500000000000004,,1.1500000000000004,1.0000000000000007,,1.0000000000000007,200.0000000000001,,200.0000000000001
