link_id,matrix_ab,matrix_ba,matrix_tot,Congested_Time_AB,Congested_Time_BA,Congested_Time_Max,Delay_factor_AB,Delay_factor_BA,Delay_factor_Max,VOC_AB,VOC_BA,VOC_max,PCE_AB,PCE_BA,PCE_tot
1,50.0,,50.0,7.000810185185186,,7.000810185185186,1.0001157407407408,,1.0001157407407408,0.16666666666666666,,0.16666666666666666,50.0,,50.0
2,30.0,,30.0,9.0006834375,,9.0006834375,1.0000759375,,1.0000759375,0.15,,0.15,30.0,,30.0
3,42.63706950616582,,42.63706950616582,9.002788452018034,,9.002788452018034,1.0003098280020037,,1.0003098280020037,0.2131853475308291,,0.2131853475308291,42.63706950616582,,42.63706950616582
4,42.36293049383418,,42.36293049383418,12.00362323500222,,12.00362323500222,1.000301936250185,,1.000301936250185,0.2118146524691709,,0.2118146524691709,42.36293049383418,,42.36293049383418
5,72.63706950616583,,72.63706950616583,3.0008347829967335,,3.0008347829967335,1.0002782609989112,,1.0002782609989112,0.20753448430333093,,0.20753448430333093,72.63706950616583,,72.63706950616583
6,0.0,,0.0,9.0,,9.0,1.0,,1.0,0.0,,0.0,0.0,,0.0
7,35.0,,35.0,5.0000180075,,5.0000180075,1.0000036015,,1.0000036015,0.07,,0.07,35.0,,35.0
8,80.0,,80.0,13.020447231999999,,13.020447231999999,1.001572864,,1.001572864,0.32,,0.32,80.0,,80.0
9,0.0,,0.0,2.0,,2.0,1.0,,1.0,0.0,,0.0,0.0,,0.0
10,50.0,,50.0,9.001041666666667,,9.001041666666667,1.0001157407407408,,1.0001157407407408,0.16666666666666666,,0.16666666666666666,50.0,,50.0
11,35.0,,35.0,9.0000324135,,9.0000324135,1.0000036015,,1.0000036015,0.07,,0.07,35.0,,35.0
12,80.0,,80.0,10.000671429547161,,10.000671429547161,1.000067142954716,,1.000067142954716,0.14545454545454545,,0.14545454545454545,80.0,,80.0
13,0.0,,0.0,9.0,,9.0,1.0,,1.0,0.0,,0.0,0.0,,0.0
14,0.0,,0.0,6.0,,6.0,1.0,,1.0,0.0,,0.0,0.0,,0.0
15,0.0,,0.0,9.0,,9.0,1.0,,1.0,0.0,,0.0,0.0,,0.0
16,0.0,,0.0,8.0,,8.0,1.0,,1.0,0.0,,0.0,0.0,,0.0
17,35.0,,35.0,7.00098478515625,,7.00098478515625,1.00014068359375,,1.00014068359375,0.175,,0.175,35.0,,35.0
18,0.0,,0.0,14.0,,14.0,1.0,,1.0,0.0,,0.0,0.0,,0.0
19,50.0,,50.0,11.006445312499999,,11.006445312499999,1.0005859375,,1.0005859375,0.25,,0.25,50.0,,50.0
