link_id,matrix_ab,matrix_ba,matrix_tot,Congested_Time_AB,Congested_Time_BA,Congested_Time_Max,Delay_factor_AB,Delay_factor_BA,Delay_factor_Max,VOC_AB,VOC_BA,VOC_max,PCE_AB,PCE_BA,PCE_tot
1,449.7376754475147,,449.7376754475147,12.303240998915538,,12.303240998915538,1.757605856987934,,1.757605856987934,1.4991255848250489,,1.4991255848250489,449.7376754475147,,449.7376754475147
2,250.26232455248532,,250.26232455248532,12.309753747291282,,12.309753747291282,1.367750416365698,,1.367750416365698,1.2513116227624266,,1.2513116227624266,250.26232455248532,,250.26232455248532
3,464.9688030616748,,464.9688030616748,48.43746997008286,,48.43746997008286,5.381941107786984,,5.381941107786984,2.324844015308374,,2.324844015308374,464.9688030616748,,464.9688030616748
4,435.0311969383252,,435.0311969383252,52.293420039866284,,52.293420039866284,4.35778500332219,,4.35778500332219,2.175155984691626,,2.175155984691626,435.0311969383252,,435.0311969383252
5,489.8908126419879,,489.8908126419879,4.727179662952407,,4.727179662952407,1.575726554317469,,1.575726554317469,1.3996880361199655,,1.3996880361199655,489.8908126419879,,489.8908126419879
6,225.3403149721727,,225.3403149721727,9.135971970468365,,9.135971970468365,1.015107996718707,,1.015107996718707,0.5633507874304318,,0.5633507874304318,225.3403149721727,,225.3403149721727
7,544.5161517134453,,544.5161517134453,6.054931625773064,,6.054931625773064,1.210986325154613,,1.210986325154613,1.0890323034268907,,1.0890323034268907,544.5161517134453,,544.5161517134453
8,380.40585786686773,,380.40585786686773,23.453539406533277,,23.453539406533277,1.8041184158871753,,1.8041184158871753,1.521623431467471,,1.521623431467471,380.40585786686773,,380.40585786686773
9,325.67611005514254,,325.67611005514254,2.8639822662493666,,2.8639822662493666,1.4319911331246833,,1.4319911331246833,1.30270444022057,,1.30270444022057,325.67611005514254,,325.67611005514254
10,349.4018803645448,,349.4018803645448,11.48398918786648,,11.48398918786648,1.2759987986518313,,1.2759987986518313,1.1646729345484828,,1.1646729345484828,349.4018803645448,,349.4018803645448
11,544.5161517134453,,544.5161517134453,10.898876926391516,,10.898876926391516,1.210986325154613,,1.210986325154613,1.0890323034268907,,1.0890323034268907,544.5161517134453,,544.5161517134453
12,380.40585786686773,,380.40585786686773,10.343264811098615,,10.343264811098615,1.0343264811098616,,1.0343264811098616,0.6916470143033959,,0.6916470143033959,380.40585786686773,,380.40585786686773
13,100.33579508296992,,100.33579508296992,9.085514029585598,,9.085514029585598,1.0095015588428442,,1.0095015588428442,0.5016789754148496,,0.5016789754148496,100.33579508296992,,100.33579508296992
14,0.0,,0.0,6.0,,6.0,1.0,,1.0,0.0,,0.0,0.0,,0.0
15,254.26072173035763,,254.26072173035763,9.69657174031758,,9.69657174031758,1.0773968600352868,,1.0773968600352868,0.8475357391011921,,0.8475357391011921,254.26072173035763,,254.26072173035763
16,71.41538832478507,,71.41538832478507,8.003853571623493,,8.003853571623493,1.0004816964529366,,1.0004816964529366,0.23805129441595024,,0.23805129441595024,71.41538832478507,,71.41538832478507
17,479.1827313106705,,479.1827313106705,41.59982888728287,,41.59982888728287,5.942832698183267,,5.942832698183267,2.3959136565533523,,2.3959136565533523,479.1827313106705,,479.1827313106705
18,319.59414213313227,,319.59414213313227,16.70476487464053,,16.70476487464053,1.1931974910457523,,1.1931974910457523,1.0653138071104409,,1.0653138071104409,319.59414213313227,,319.59414213313227
19,420.8172686893295,,420.8172686893295,43.33986290897805,,43.33986290897805,3.9399875371798228,,3.9399875371798228,2.1040863434466477,,2.1040863434466477,420.8172686893295,,420.8172686893295
